"","Var1","Freq"
"481","University of Lisbon",2
"482","University of Liverpool",1
"483","University of London",8
"484","University of Loughborough",1
"485","University of Luxembourg",1
"486","University of Manchester",3
"487","University of Manitoba",6
"488","University of Maryland",8
"489","University of Maryland College Park",16
"490","University of Maryland College Park & Google",1
"491","University of Massachusetts",2
"492","University of Massachusetts Boston",1
"493","University of Melbourne",9
"494","University of Michigan",35
"495","University of Michigan & National Tsing Hua University",1
"496","University of Minnesota",4
"497","University of Missouri",1
"498","University of Nevada",1
"499","University of New Brunswick",2
"500","University of New South Wales",1
"501","University of North Carolina - Chapel Hill",1
"502","University of Notre Dame",1
"503","University of Nottingham",14
"504","University of Oldenburg",3
"505","University of Ontario Institute of Technology",6
"506","University of Otago",2
"507","University of Oulu",3
"508","University of Oxford",7
"509","University of Pittsburgh",1
"510","University of Potsdam",2
"511","University of Primorska",3
"512","University of Queensland",1
"513","University of Regensburg",6
"514","University of Salzburg",1
"515","University of San Francisco",1
"516","University of Saskatchewan",6
"517","University of Siegen",4
"518","University of South Australia",7
"519","University of Southampton",6
"520","University of Southern California",1
"521","University of Southern Denmark",1
"522","University of St Andrews",3
"523","University of St. Andrews",1
"524","University of Strathclyde",1
"525","University of Stuttgart",12
"526","University of Stuttgart & Fraunhofer Institute for Industrial Engineering IAO",1
"527","University of Sussex",7
"528","University of Sydney",2
"529","University of Technology Sydney",4
"530","University of the West of England",2
"531","University of Tokyo",6
"532","University of Toronto",20
"533","University of Toulouse",5
"534","University of Trento",1
"535","University of Tsukuba",7
"536","University of Twente",3
"537","University of Ulm",1
"538","University of Victoria",1
"539","University of Virginia",1
"540","University of Washington",69
"541","University of Washington & Adobe Research",1
"542","University of Washington & Google Research",1
"543","University of Washington & Microsoft Research",1
"544","University of Washington & Tsinghua University",1
"545","University of Waterloo",16
"546","University of Waterloo & Microsoft Research",1
"547","University of Wisconsin - Madison",1
"548","University of Wurzburg",1
"549","University of York",7
"550","University of York & Petra Christian University",1
"551","University of Zurich",1
"552","University Paris-Sud",8
"553","Uppsala University",4
"554","Utrecht University",6
"555","Vassar College",1
"556","Versed Education Group",1
"557","Victoria University of Wellington",1
"558","Virginia Tech",2
"559","Vista Center for the Blind and Visually Impaired",1
"560","Vita-Salute San Raffaele University",1
"561","Voysis",1
"562","Vrije Universiteit Brussel",2
"563","Waseda Research Institute for Science and Engineering",1
"564","Washington University in St. Louis",1
"565","William & Mary",1
"566","Worcester Polytechnic Institute",2
"567","Wuhan University",1
"568","Xi'an Jiaotong-Liverpool University",1
"569","Yahoo",1
"570","Yahoo & Oath",1
"571","Yahoo Japan Corporation",2
"572","Yale-NUS College & Korea Advanced Institute of Science and Technology",1
"573","York Teaching Hospital NHS Foundation Trust",1
"574","York University",1
"575","Zhejiang Univeristy & Carnegie Mellon University",1
"576","Zhejiang University",2
"577","Zhejiang University & Carnegie Mellon University",1
"578","Zucker Hillside Hospital",1
"579","Zurich University of the Arts",2
