"","Var1","Freq"
"84"," Ali Alkhatib",1
"85"," Ali Neshati",1
"86"," Aliaksei Miniukovich",1
"87"," Alice Ferguson",1
"88"," Alice Nguyen",1
"89"," Alicia Wang",1
"90"," Alisa Frik",1
"91"," Alison Oldfield",1
"92"," Alissa N. Antle",1
"93"," Alistair Morrison",1
"94"," Alix Goguey",2
"95"," Allison Marie Hishikawa",1
"96"," Allison Spiller",1
"97"," Aloha Hufana Ambe",2
"98"," Alyson L. Young",1
"99"," Aman Gupta",1
"100"," Aman Parnami",2
"101"," Amanda Carr",1
"102"," Amanda Lazar",2
"103"," Amanda Menking",1
"104"," Amanda Purington",1
"105"," Amanda Swearngin",1
"106"," Amanveer Wesley",1
"107"," Amber Horvath",1
"108"," Amelia Wang",1
"109"," Amelie Bengsch",1
"110"," Amina Abbas-Nazari",1
"111"," Amit Elazari Bar On",1
"112"," Amit Sharma",1
"113"," Amitabh Varshney",1
"114"," Amna Batool",1
"115"," Amy Bruckman",1
"116"," Amy Cook",1
"117"," Amy L. Murphy",1
"118"," Amy Liu",1
"119"," Amy Ogan",1
"120"," Amy Wilson",1
"121"," Amy X. Zhang",1
"122"," Amy Yo Sue Chen",1
"123"," An Jacobs",1
"124"," Ana-Maria Sala",1
"125"," Ana Caraban",1
"126"," Ana Elisa Mendez Mendez",1
"127"," Ana Tajadura-Jimenez",1
"128"," Anab Jain",1
"129"," Anandghan Waghmare",1
"130"," Anastasia Bezerianos",1
"131"," Anastasia Danilova",1
"132"," and Postcolonial Computing in Rural Bangladesh",1
"133"," Anders Drachen",1
"134"," Anders Sundnes Lovlie",1
"135"," Andre Zenner",2
"136"," Andrea Bianchi",1
"137"," Andrea Bunt",1
"138"," Andrea Forte",1
"139"," Andrea G. Parker",1
"140"," Andrea Hu",1
"141"," Andrea Kleinsmith",1
"142"," Andrea L. Hartzler",2
"143"," Andrea Revesz",1
"144"," Andreas Bischof",1
"145"," Andreas Bulling",2
"146"," Andreas Butz",1
"147"," Andreas Lang",1
"148"," Andreas Ley",1
"149"," Andreas Mathisen",1
"150"," Andreas Riener",1
"151"," Andreas Schmid",1
"152"," Andreas Schou",1
"153"," Andreas Sonderegger",1
"154"," Andreas Steinisch",1
"155"," Andreea Muresan",2
"156"," Andres F. Solano",1
"157"," Andres Lucero",4
"158"," Andres Monroy-Hernandez",1
"159"," Andrew B. L. Berry",1
"160"," Andrew B.L. Berry",1
"161"," Andrew D. Miller",2
"162"," Andrew D. Wilson",2
"163"," Andrew Davenport",1
"164"," Andrew Garbett",1
"165"," Andrew Head",2
"166"," Andrew Irlitti",1
"167"," Andrew J. Saltarelli",1
"168"," Andrew M. Webb",1
"169"," Andrew McPherson",1
"170"," Andrew Mittereder",1
"171"," Andrew Oplinger",1
"172"," Andrew Tobin",1
"173"," Andrew Trister",1
"174"," Andrew W. Vargo",1
"175"," Andrii Matviienko",1
"176"," Andruid Kerne",1
"177"," Andrzej Romanowski",1
"178"," Andy Boucher",1
"179"," Andy Cockburn",2
"180"," Andy Sheen",1
"181"," Aneesha Singh",2
"182"," Angela Carey Lin",1
"183"," Angela E. B. Stewart",1
"184"," Angela Lin",1
"185"," Angelika Strohmayer",2
"186"," Angeliki Tzouganatou",1
"187"," Anh Truong",1
"188"," Anind K. Dey",1
"189"," Anirudha Joshi",1
"190"," Anita Chen",1
"191"," Anja Dinhopl",1
"192"," Anja Mainz",1
"193"," Anjali Munasinghe",1
"194"," Anke V. Reinschluessel",1
"195"," Ann Blandford",3
"196"," Anna-Katharina Frison",1
"197"," Anna Brown",1
"198"," Anna L. Cox",3
"199"," Anna Lisa Martin-Niedecken",1
"200"," Anna Rudnicka",1
"201"," Anna Stahl (RISE",1
"202"," Anna Turner",1
"203"," Anne Hermes",1
"204"," Anne Marie Piper",2
"205"," Anne Roudaut",2
"206"," Anne Spaa",1
"207"," Anne Veinberg",1
"208"," Annu Sible Prabhakar",1
"209"," Anran Wang",1
"210"," Anthony Li",1
"211"," Anthony Poon",1
"212"," Anthony Steed",1
"213"," Anton Fedosov",1
"214"," Antonella De Angeli",2
"215"," Antonella Nonnis",1
"216"," Antonio Iannopollo",1
"217"," Antonio Kruger",5
"218"," Antonis Vafeas",1
"219"," Antti Oulasvirta",1
"220"," Anurag Sarkar",1
"221"," Anushay Furqan",1
"222"," Anya Kolesnichenko",1
"223"," Apu Kapadia",1
"224"," Argenis Ramirez Gomez",1
"225"," Ari H. Pollack",1
"226"," Ariel Shamir",1
"227"," Aristides Mairena",1
"228"," Arlind Reuter",1
"229"," Armaan Shah",1
"230"," Arnaud Prouzeau",1
"231"," Arne Berger",1
"232"," Arpita Bhattacharya",1
"233"," Arthur Silber",1
"234"," Arvi Gjoka",1
"235"," Arvind Satyanarayan",1
"236"," Aryan Saini",2
"237"," asa Cajander",1
"238"," asa Unander-Scharin",1
"239"," Ashley Colley",2
"240"," Ashley Garrity",1
"241"," Ashraf Abdul",1
"242"," Ashutosh Agrawal",1
"243"," Asim Evren Yantac",1
"244"," Asim Karim",1
"245"," Asimina Vasalou",1
"246"," Aske Mottelson",1
"247"," Asli Arslan Esme",1
"248"," Asma Shakil",1
"249"," Asra F. Rizvi",1
"250"," Atsushi Matsubayashi",1
"251"," Audrey Desjardins",1
"252"," Avinash Kumar Singh",1
"253"," Awais Athar",1
"254"," Axel Blahoua Seri",1
"255"," Axel Janson",1
"256"," Ayelet Ben-Sasson",1
"257"," Ayesha Asghar",1
"258"," Ayman Alzayat",1
"259"," Ayse Elvan Bayraktaroglu",1
"260"," Azin Semsar",1
"261"," Azra Ismail",1
"262"," Balasaravanan Thoravi Kumaravel",1
"263"," Baptiste Bourreau",1
"264"," Barış Serim",1
"265"," Barbara KopaCin",1
"266"," Barrett Ens",2
"267"," Bastian Pfleging",1
"268"," Beatrix Wais-Zechmann",1
"269"," Been Kim",1
"270"," Benjamin Adams",1
"271"," Benjamin Bach",2
"272"," Benjamin Bedwell",1
"273"," Benjamin Mako Hill",1
"274"," Benjamin R. Cowan",1
"275"," Benjamin Reinheimer",1
"276"," Benjamin Tag",1
"277"," Benjamin V. Hanrahan",1
"278"," Benoit Landry",1
"279"," Bernd Huber",1
"280"," Bernd Ploderer",2
"281"," Bernhard Jenny",1
"282"," Berry Eggen",2
"283"," Bertrand Schneider",1
"284"," Besmira Nushi",1
"285"," Besnik Fetahu",1
"286"," Beste F. Yuksel",1
"287"," Betsy DiSalvo",1
"288"," Bettina Nissen",1
"289"," Betty Sargeant",1
"290"," Bhakti Bhikne",1
"291"," Biao Xie",1
"292"," Bilal Saleem",1
"293"," Bill Howe",1
"294"," Bill Kapralos",1
"295"," Bing-Yu Chen",3
"296"," Bingkun Yang",1
"297"," Bjoern Hartmann",1
"298"," Bjorn Hartmann",2
"299"," Bjorn Hubert-Wallander",1
"300"," Blaine Lewis",1
"301"," Blase Ur",1
"302"," Bokyung Lee",2
"303"," Bongshin Lee",2
"304"," Bonnie Chinh",1
"305"," Bonnie E. John",1
"306"," Bonnie Nardi",1
"307"," Boriana N. Koleva",1
"308"," Brad A. Myers",1
"309"," Brad Myers",1
"310"," Bram Naus",1
"311"," Brenda Gillespie",1
"312"," Brendan Cassidy",1
"313"," Brendan Spillane",1
"314"," Brendan Walker",1
"315"," Brenna McNally",1
"316"," Brent Hecht",1
"317"," Brian D. Hall",1
"318"," Brian Slattery",1
"319"," Brian St. Thomas",1
"320"," Brian Y. Lim",1
"321"," Briane Paul V. Samson",1
"322"," Britta F. Schulte",1
"323"," Britta Schulte",1
"324"," Brooke E. Auxier",1
"325"," Bruce H. Thomas",2
"326"," Bruce W. Drinkwater",1
"327"," Bryan Dosono",1
"328"," Bryan Pardo",1
"329"," Bryan Russell",1
"330"," Bryan Semaan",1
"331"," Bryce Joe-Kun Tham",1
"332"," Byungjoo Lee",1
"333"," C. Ailie Fraser",1
"334"," cagatay Demiralp",1
"335"," Cagri Tanriover",1
"336"," Caitie Lustig",1
"337"," Caitlin Kelleher",1
"338"," Caitlin Kuhlman",1
"339"," Calvin Rubens",1
"340"," Cameron Steer",1
"341"," Camille Nadal",1
"342"," Caoimhe Hannigan",1
"343"," Cara Wilson",1
"344"," Carine Lallemand",1
"345"," Carl DiSalvo",1
"346"," Carl Gutwin",5
"347"," Carl Unander-Scharin",1
"348"," Carla F. Griggio",1
"349"," Carlos Alvarez",1
"350"," Carlos Dietrich",1
"351"," Carlos Guestrin",1
"352"," Carman Neustaedter",2
"353"," Carmel Majidi",2
"354"," Carmen Castaneda-Sceppa",1
"355"," Carmen Santoro",1
"356"," Carol Moser",1
"357"," Carolina Fuentes",1
"358"," Caroline Appert",1
"359"," Caroline Jay",1
"360"," Caroline Pitt",1
"361"," Carolyn Pang",1
"362"," Carrie J. Cai",1
"363"," Carys Dally",1
"364"," Casey Dugan",1
"365"," Casper Harteveld",1
"366"," Catalin-Mihai Barbu",1
"367"," Catherine D'Ignazio",1
"368"," Catherine Letondal",1
"369"," Catherine M. Baker",1
"370"," Catherine Y. Lim",2
"371"," Cayla Key",1
"372"," Cecilia R. Aragon",1
"373"," Cecily Morrison",1
"374"," Celine Coutrix",1
"375"," Celso Gomes",1
"376"," Cesar A. Collazos",1
"377"," Cesar Hidalgo",1
"378"," Cesare Parise",1
"379"," CesarHidalgo",1
"380"," Chaeyong Park",1
"381"," Chamod Weerasinghe",1
"382"," Chanda Phelan",1
"383"," Chandan Mahapatra",1
"384"," Chaoyu Chen",1
"385"," Charalampos Kyfonidis",1
"386"," Charles-Antoine Julien",1
"387"," Charles Windlin",2
"388"," Charlotte van Lotringen",1
"389"," Chat Wacharamanotham",1
"390"," Chee Siang Ang",1
"391"," Chelsea M. Myers",1
"392"," Chelsy Simran",1
"393"," Chen",1
"394"," Chen-Kuo Sun",1
"395"," Chen-Yu Hsu",1
"396"," Chen Liang",1
"397"," Cheng Ji",1
"398"," Chengcheng Qu",2
"399"," Chi-Jui Wu",1
"400"," Chi-Yang Hsu",1
"401"," Chi Wang",1
"402"," Chia-Fang Chung",1
"403"," Chia-Yu Chen",1
"404"," Chiara Leonardi",1
"405"," Chieko Asakawa",2
"406"," Chien-Ru Sun",1
"407"," Chien-Wen Yuan",1
"408"," Chih-Heng Lin",1
"409"," Chin-Teng Lin",1
"410"," Chin Guan Lim",1
"411"," Chris Bevan",1
"412"," Chris Bryan",1
"413"," Chris Elsden",4
"414"," Chris Greenhalgh",2
"415"," Chris Harrison",4
"416"," Chris L.E. Paffen",1
"417"," Chris Preist",1
"418"," Chris Speed",3
"419"," Christian Corsten",1
"420"," Christian Holz",5
"421"," Christian Remy",1
"422"," Christiane Grunloh",1
"423"," Christina N. Harrington",1
"424"," Christina Pakusch",1
"425"," Christina Trepkowski",1
"426"," Christine Geeng",1
"427"," Christine Hosey",1
"428"," Christine Murad",1
"429"," Christof Lutteroth",4
"430"," Christoph Hube",1
"431"," Christoph Ziegler",1
"432"," Christopher A. Brooks",1
"433"," Christopher A. Le Dantec",1
"434"," Christopher Collins",2
"435"," Christopher Frauenberger",1
"436"," Christopher Gates",1
"437"," Christopher Whitehead",1
"438"," Christos Ioannou",1
"439"," Chun Yu",6
"440"," Claire Lavenir",1
"441"," Claire Liang",1
"442"," Clara Crivellaro",2
"443"," Clare Cullen",1
"444"," Claude P. R. Heath",1
"445"," Claudia Dauden Roquet",1
"446"," Claudia Hilderbrand",1
"447"," Claudia Ziegler Acemyan",1
"448"," Claudio Pinhanez",1
"449"," Claudio T. Silva",1
"450"," Clemens N. Klokmose",1
"451"," Clemens Nylandsted Klokmose",1
"452"," Clemens Schart Muller",1
"453"," Clement Robin",1
"454"," Cody L. Buntain",1
"455"," Colin Birge",1
"456"," Colin M. Gray",3
"457"," Colin Scott",1
"458"," Collin F. Lynch",1
"459"," Corina McDonald",1
"460"," Corina Sas",4
"461"," Cornelia Gerdenitsch",1
"462"," Cosmin Munteanu",1
"463"," Crystal Fletcher",1
"464"," Cuauhtli Campos",1
"465"," Cuong Nguyen",1
"466"," Cynthia Breazeal",1
"467"," Cynthia L. Bennett",1
"468"," Da-jung Kim",1
"469"," Da-Yuan Huang",2
"470"," Daisuke Sato",1
"471"," Daizo Ikeda",1
"472"," Dakuo Wang",2
"473"," Damien Ablart",1
"474"," Damla cay",1
"475"," Dan Cosley",1
"476"," Dan Jackson",1
"477"," Dan Jurafsky",1
"478"," Dan S. Wallach",1
"479"," Dan S. Weld",1
"480"," Dan Weld",1
"481"," Dana Kulic",1
"482"," Danae Stanton Fraser",1
"483"," Danding Wang",1
"484"," Daniel Archambault",1
"485"," Daniel Ashbrook",1
"486"," Daniel Auferbauer",1
"487"," Daniel Avrahami",1
"488"," Daniel Buschek",1
"489"," Daniel Foster Smith",1
"490"," Daniel Goncalves",1
"491"," Daniel Groeger",1
"492"," Daniel K.Y. Chen",1
"493"," Daniel Kats",1
"494"," Daniel Lambton-Howard",1
"495"," Daniel Mendes",1
"496"," Daniel Miller",1
"497"," Daniel Rechlitz",1
"498"," Daniel Reinhardt",2
"499"," Daniel Saakes",3
"500"," Daniel Schien",1
"501"," Daniel Smilkov",1
"502"," Daniel Trielli",1
"503"," Daniel Vogel",7
"504"," Daniel Votipka",1
"505"," Daniel Welsh",1
"506"," Daniel Wigdor",3
"507"," Daniel Zappala",1
"508"," Daniela K. Rosner",4
"509"," Danielle Albers Szafir",1
"510"," Danielle Lottridge",1
"511"," Danielle Wilde",1
"512"," Danny Leen",1
"513"," Dario Pittera",2
"514"," Darren Gergle",1
"515"," Darren Guinness",1
"516"," Dave Murray-Rust",2
"517"," David Dunn",1
"518"," David E. Breen",1
"519"," David Heidrich",1
"520"," David J. Albers",1
"521"," David J. Crandall",1
"522"," David Kelly",1
"523"," David Kirk",2
"524"," David Li",1
"525"," David Lindlbauer",2
"526"," David Luebke",1
"527"," David McGookin",2
"528"," David Nemer",1
"529"," David Philip Green",1
"530"," David Piorkowski",1
"531"," David R. Karger",1
"532"," David Randall",1
"533"," David S. Carrell",1
"534"," David T. Lee",1
"535"," Dean Brown",1
"536"," Debora de Castro Leal",1
"537"," Deepak Ranjan Sahoo",2
"538"," Deepak Sahoo",1
"539"," Deirdre K. Mulligan",1
"540"," Delvin Varghese",1
"541"," Denis Kalkofen",1
"542"," Denise Downey",1
"543"," Deniz Sonmez Unal",1
"544"," Dennis Rodrigo Da Cunha Silva",1
"545"," Denys J.C. Matthies",2
"546"," Denzil Ferreira",1
"547"," Devon Howard",1
"548"," Dhruv Jain",2
"549"," Diako Mardanbegi",1
"550"," Diana Doherty",1
"551"," Diandian Cao",1
"552"," Diego Garaialde",1
"553"," Diego Gomez-Zara",1
"554"," Diego Monteiro",1
"555"," Diego Munoz",1
"556"," Dieter Schmalstieg",1
"557"," Difeng Yu",1
"558"," Dimitrios Darzentas",1
"559"," Dimitris Samaras",1
"560"," Dina Katabi",1
"561"," Dinesh Chatoth",1
"562"," Dingtian Zhang",1
"563"," Dingzeyu Li",1
"564"," Diogo Marques",1
"565"," Dirk Wenig",1
"566"," Diyi Yang",2
"567"," Dmitry Alexandrovsky",1
"568"," Dmitry Dereshev",1
"569"," Dominic DiFranzo",1
"570"," Dominik Moritz",1
"571"," Dominik Webe",1
"572"," Don Samitha Elvitigala",1
"573"," Donald Degraen",1
"574"," Dong-Bach Vo",1
"575"," Donghee Yvette Wohn",1
"576"," Donghyun Kim",1
"577"," Dongwook Yoon",1
"578"," Dongyu Liu",1
"579"," Dorothea Reusser",1
"580"," Dorothy Howard",1
"581"," Dragan Ahmetovic",1
"582"," Drew Mylander Gregory",1
"583"," Duncan P. Brumby",1
"584"," Dustin Freeman",1
"585"," Dylan Fafard",1
"586"," Dylan Gaines",1
"587"," Dylan Moore",1
"588"," Eamonn O'Neill",1
"589"," Eda Okur",1
"590"," Eden Saig",1
"591"," Edgar Onofre",1
"592"," Edith Law",1
"593"," Eduard Arzt",1
"594"," Eduardo Veas",1
"595"," Eduardo Velloso",2
"596"," Edward Brown",1
"597"," Edward Cutrell",1
"598"," Edward Lank",3
"599"," Eelke Folmer",1
"600"," Eiji Onchi",1
"601"," Eileen Wang",1
"602"," Eivind Flobak",1
"603"," Elad Alon",1
"604"," Eleanor O'Rourke",1
"605"," Eleanor R. Burgess",1
"606"," Elena Goetz Davis",1
"607"," Elena Marquez Segura",2
"608"," Elena Simperl",1
"609"," Elgin-Skye McLaren",1
"610"," Elham Vaziripour",1
"611"," Eli Ben-Sasson",1
"612"," Elia Gatti",2
"613"," Elie Bursztein",1
"614"," Elijah Mayfield",1
"615"," Elisa D. Mekler",4
"616"," Elisa Ogawa",1
"617"," Elisabeth Sulmont",1
"618"," Elisabetta Farella",1
"619"," Elisheva Rotman Argaman",1
"620"," Elizabeth Churchill",1
"621"," Elizabeth D. Mynatt",1
"622"," Elizabeth I. Murnane",1
"623"," Elizabeth L. Murnane",1
"624"," Elizabeth Murnane",1
"625"," Elizaveta Karmannaya",1
"626"," Elke Rundensteiner",1
"627"," Ella Dagan",1
"628"," Elliot G. Mitchell",1
"629"," Eman Hassan",1
"630"," Emanuel von Zezschwitz",1
"631"," Emanuel Zgraggen",1
"632"," Emanuela Maggioni",1
"633"," Emer Gilmartin",1
"634"," Emilee Rader",1
"635"," Emilia Kacprzak",1
"636"," Emily Putnam-Hornstein",1
"637"," Emily Reif",1
"638"," Emily S. Hamedian",1
"639"," Emily Shaw",1
"640"," Emma Brunskill",1
"641"," Emma Frid",1
"642"," Emma Murphy",1
"643"," Emma S. Spiro",1
"644"," Emmanuel Pietriga",1
"645"," Emrecan Gulay",1
"646"," Enrico Costanza",3
"647"," Enrico Rukzio",1
"648"," Enzo Lucas",1
"649"," Eric B. Hekler",1
"650"," Eric Corbett",1
"651"," Eric Gilbert",1
"652"," Eric Horvitz",1
"653"," Eric Markvicka",1
"654"," Erik Andersen",2
"655"," Erik Stolterman",1
"656"," Erika Miller",1
"657"," Erin Beneteau",2
"658"," Erin Walker",1
"659"," Ernst Kruijff",1
"660"," Espen Knoop",1
"661"," Ethan Hardacre",1
"662"," Ethan Zuckerman",1
"663"," Eugene Cho",1
"664"," Eun Kyoung Choe",2
"665"," Eunyee Koh",1
"666"," Eva Eriksson",1
"667"," Eva Gerlitz",1
"668"," Eva Hornecker",1
"669"," Evan M. Peck",1
"670"," Evan Strasnick",1
"671"," Evangelos Karapanos",1
"672"," Evelyne Lutton",1
"673"," Evi Bernitsas",1
"674"," Eyal Ofek",4
"675"," Eyal Peer",1
"676"," Eytan Adar",2
"677"," F. Maxwell Harper",1
"678"," Fabio Paternò",1
"679"," Fabio Zambetta",1
"680"," Fabrice Matulic",1
"681"," Fabrice Tanoh",1
"682"," Fan Du",1
"683"," Fanglin Chen",1
"684"," Fannie Liu",1
"685"," Fanny Chevalier",3
"686"," Farimah Fazlollahi",1
"687"," Fatema Akbar",1
"688"," Fei Su",1
"689"," Felix Dietz",1
"690"," Felix Putze",1
"691"," Felix Scheerer",1
"692"," Feng Han",1
"693"," Feng Tian",4
"694"," Feng Wang",1
"695"," Fereshteh Shahmiri",1
"696"," Fernanda Viegas",1
"697"," Fernando Rochaix",1
"698"," Ferran Altarriba Bertran",2
"699"," Filip Skola",1
"700"," Fiona O'Connell",1
"701"," Flavio Figueiredo",1
"702"," Florian Alt",2
"703"," Florian Bockes",1
"704"," Florian Floyd Mueller",3
"705"," Florian Geiselhart",1
"706"," Florian Guldenpfennig",1
"707"," Florian Muller",3
"708"," Florian Schaub",3
"709"," Florine Simon",1
"710"," Flynn Wolf",1
"711"," Forrest Huang",1
"712"," Fotis Liarokapis (Faculty of Informatics",1
"713"," Francesca De Simone",1
"714"," Francisco Guzman",1
"715"," Francisco Kiss",1
"716"," Francisco Zampieri",1
"717"," Francois Guimbretiere",2
"718"," Frank Bentley",2
"719"," Frank Pollick",1
"720"," Frank Vetere",3
"721"," Franziska Roesner",1
"722"," Fraser Allison",1
"723"," Fraser Anderson",2
"724"," Fred Hohman",2
"725"," Frederico da Rocha Tome Filho",1
"726"," Frederik Brudy",1
"727"," Frode Guribye",1
"728"," Fu-Yin Cherng",2
"729"," Fulvio Corno",1
"730"," Futian Zhang",1
"731"," Gabriela Aceves Sepúlveda",1
"732"," Gabriela Marcu",1
"733"," Gabriella Hann",1
"734"," Gahgene Gweon",1
"735"," Galen Newman",1
"736"," Galina Madjaroff",1
"737"," Garrett Hedman",1
"738"," Gary Hsieh",2
"739"," Gautham J. Mysore",1
"740"," Gautham Mysore",1
"741"," Gavin Doherty",3
"742"," Gavin Wood",2
"743"," Ge Gao",1
"744"," Ge Wang",1
"745"," Geehyuk Lee",2
"746"," Geoff Kaufman",2
"747"," Geoffroy Canlorbe",1
"748"," George Chernyshov",1
"749"," George Cui",1
"750"," George Fitzmaurice",2
"751"," George Ghinea",1
"752"," George Nitzburg",1
"753"," Gerald Weber",2
"754"," Geraldine Fitzpatrick",2
"755"," Geri Gay",1
"756"," Gery Casiez",1
"757"," Geza Kovacs",1
"758"," Gianluca Memoli",1
"759"," Gianluca Schiavo",1
"760"," Gianluca Trombetta",1
"761"," Gierad Laput",4
"762"," Gilles Bailly",1
"763"," Gillian Smith",1
"764"," Giorgio Roffo",1
"765"," Giulio Jacucci",1
"766"," Glaudiney Moreira Mendonca Junior",1
"767"," Gloria Mark",1
"768"," Glyn Lawson",1
"769"," Golrokh Emami",1
"770"," Gonul Bozoglu",1
"771"," Goutham Deva",1
"772"," Gozel Shakeri",1
"773"," Graham Dove",1
"774"," Granit Luzhnica",1
"775"," Greg Niemeyer",1
"776"," Greg S. Corrado",1
"777"," Greg Wolff",1
"778"," Gregory D. Abowd",1
"779"," Grete Helena Kutt",1
"780"," Guan Wang",1
"781"," Guang-He Lee",1
"782"," Guanhong Liu",1
"783"," Guanpeng Xu",1
"784"," Guanyun Wang",3
"785"," Guillaume Crouzet",1
"786"," Guillaume Levieux",1
"787"," Guillaume Morel",1
"788"," Gun A. Lee",2
"789"," Gun Lee",1
"790"," Gunhyuk Park",1
"791"," Gunnar Stevens",1
"792"," Gunter Wallner",1
"793"," Guo Freeman",1
"794"," Guoliang Li",1
"795"," Gustave Ekobe",1
"796"," Guy Schofield",1
"797"," Gyeore Yun",1
"798"," H. Reza Zahiri",1
"799"," Ha-Kyung Kong",2
"800"," Hadas Erel",2
"801"," Hae Won Park",1
"802"," Hai-Ning Liang",1
"803"," Haijun Xia",2
"804"," Haikun Huang",3
"805"," Haiyi Zhu",1
"806"," Hal Daume",1
"807"," Hala Assal",1
"808"," Haley MacLeod",1
"809"," Hana Habib",1
"810"," Hana Vrzakova",1
"811"," Hanna Schneider",1
"812"," Hanna Wallach",2
"813"," Hannah Fowler",1
"814"," Hannah McGowan",1
"815"," Hannah Thinyane",1
"816"," Hanne G. Wagner",1
"817"," Hanneke Kip",1
"818"," Hans Gellersen",2
"819"," Hans Lindetorp",1
"820"," Hanspeter Pfister",2
"821"," Hanuma Teja Maddali",1
"822"," Hanwen Chang",1
"823"," Hao-Fei Cheng",1
"824"," Hao-Ping Lee",1
"825"," Hariharan Subramonyam",1
"826"," Harm van Essen",1
"827"," Harry Farmer",1
"828"," Harsh Taneja",1
"829"," Haruki Takahashi",1
"830"," Hasan Mahmud Prottoy",1
"831"," Hasan Shahid Ferdous",2
"832"," Hasti Seifi",1
"833"," Hayley Reid",1
"834"," Haylla Do Carmo",1
"835"," Hayun Kim",1
"836"," Hedvig Kjellstrom",1
"837"," Heinrich Hussmann",1
"838"," Heleen Rutjes",1
"839"," Helen Brown",1
"840"," Helen Minnis",1
"841"," Helen Wauck",1
"842"," Helena M. Mentis",2
"843"," Heloisa Candello",1
"844"," Hemant Bhaskar Surale",2
"845"," Henning Pohl",2
"846"," Henry Dixon",1
"847"," Herman Saksono",1
"848"," Hernisa Kacorri",2
"849"," Hidekazu Shidara",1
"850"," Hijung Valentina Shin",1
"851"," Hikaru Takatori",1
"852"," Hilda Tellioglu",1
"853"," Hiromu Yakura",1
"854"," Hiroyuki Manabe",1
"855"," Hiroyuki Shinoda",1
"856"," Holger Schnadelbach",1
"857"," Holly Fiedler",1
"858"," Holly Lawson",1
"859"," Hongan Wang",2
"860"," Hongbo Fu",1
"861"," Hongyuan Zha",1
"862"," Hrvoje Benko",1
"863"," Hsiang-Ting Chen",1
"864"," Hsin-Ruey Tsai",1
"865"," Hsueh-Cheng Wang",1
"866"," Huamin Qu",3
"867"," Huan Wei",1
"868"," Huawei Tu",1
"869"," Hugo Romat",1
"870"," Hui-Shyong Yeo",1
"871"," Huib de Ridder",1
"872"," Humphrey Yang",1
"873"," Huy Viet Le",1
"874"," Hyein Lee",1
"875"," Hyejin Im",1
"876"," Hyunsoo Lee",1
"877"," I. Scott MacKenzie",1
"878"," Iain Carson",1
"879"," Ian Stavness",2
"880"," Idan David",1
"881"," Iddo Wald",1
"882"," Ido Roll",1
"883"," Ignacio Avellino",1
"884"," Ihudiya Finda Ogbonnaya-Ogburu",1
"885"," Il-Youp Kwak",1
"886"," Ildar Muslukhov",1
"887"," Ilja Frissen",1
"888"," Iljoo Kim",1
"889"," Ilyena Hirskyj-Douglas",1
"890"," Immo Schuetz",1
